Article Title,URL,Revision ID
"Brookwood, Alabama","https://en.wikipedia.org/wiki/Brookwood,_Alabama",1178216914
"Brundidge, Alabama","https://en.wikipedia.org/wiki/Brundidge,_Alabama",1165537457
"Butler, Alabama","https://en.wikipedia.org/wiki/Butler,_Alabama",1144752979
"Calera, Alabama","https://en.wikipedia.org/wiki/Calera,_Alabama",1165537934
"Camden, Alabama","https://en.wikipedia.org/wiki/Camden,_Alabama",1176316224
"Camp Hill, Alabama","https://en.wikipedia.org/wiki/Camp_Hill,_Alabama",1166017104
"Carbon Hill, Alabama","https://en.wikipedia.org/wiki/Carbon_Hill,_Alabama",1175376595
"Cardiff, Alabama","https://en.wikipedia.org/wiki/Cardiff,_Alabama",1166017260
"Carolina, Alabama","https://en.wikipedia.org/wiki/Carolina,_Alabama",1166017310
"Carrollton, Alabama","https://en.wikipedia.org/wiki/Carrollton,_Alabama",1096812581
"Castleberry, Alabama","https://en.wikipedia.org/wiki/Castleberry,_Alabama",1166017442
"Cedar Bluff, Alabama","https://en.wikipedia.org/wiki/Cedar_Bluff,_Alabama",1177836881
"Center Point, Alabama","https://en.wikipedia.org/wiki/Center_Point,_Alabama",1174837569
"Centre, Alabama","https://en.wikipedia.org/wiki/Centre,_Alabama",1164314017
"Centreville, Alabama","https://en.wikipedia.org/wiki/Centreville,_Alabama",1172134285
"Chatom, Alabama","https://en.wikipedia.org/wiki/Chatom,_Alabama",1159488446
"Chelsea, Alabama","https://en.wikipedia.org/wiki/Chelsea,_Alabama",1165539092
"Cherokee, Alabama","https://en.wikipedia.org/wiki/Cherokee,_Alabama",1166017755
"Chickasaw, Alabama","https://en.wikipedia.org/wiki/Chickasaw,_Alabama",1165539195
"Childersburg, Alabama","https://en.wikipedia.org/wiki/Childersburg,_Alabama",1165539227
"Citronelle, Alabama","https://en.wikipedia.org/wiki/Citronelle,_Alabama",1165539457
"Clanton, Alabama","https://en.wikipedia.org/wiki/Clanton,_Alabama",1158612343
"Clay, Alabama","https://en.wikipedia.org/wiki/Clay,_Alabama",1177621993
"Clayhatchee, Alabama","https://en.wikipedia.org/wiki/Clayhatchee,_Alabama",1166018079
"Clayton, Alabama","https://en.wikipedia.org/wiki/Clayton,_Alabama",1155236230
"Cleveland, Alabama","https://en.wikipedia.org/wiki/Cleveland,_Alabama",1168466910
"Clio, Alabama","https://en.wikipedia.org/wiki/Clio,_Alabama",1165644511
"Coaling, Alabama","https://en.wikipedia.org/wiki/Coaling,_Alabama",1166018304
"Coffee Springs, Alabama","https://en.wikipedia.org/wiki/Coffee_Springs,_Alabama",1166018326
"Coffeeville, Alabama","https://en.wikipedia.org/wiki/Coffeeville,_Alabama",1166029689
"Coker, Alabama","https://en.wikipedia.org/wiki/Coker,_Alabama",1166018360
"Collinsville, Alabama","https://en.wikipedia.org/wiki/Collinsville,_Alabama",1177947751
"Colony, Alabama","https://en.wikipedia.org/wiki/Colony,_Alabama",1166018463
"Columbia, Alabama","https://en.wikipedia.org/wiki/Columbia,_Alabama",1166018475
"Columbiana, Alabama","https://en.wikipedia.org/wiki/Columbiana,_Alabama",1151357569
"Coosada, Alabama","https://en.wikipedia.org/wiki/Coosada,_Alabama",1172561590
"Cordova, Alabama","https://en.wikipedia.org/wiki/Cordova,_Alabama",1165645181
"Cottonwood, Alabama","https://en.wikipedia.org/wiki/Cottonwood,_Alabama",1096812941
"County Line, Alabama","https://en.wikipedia.org/wiki/County_Line,_Alabama",1166018950
"Courtland, Alabama","https://en.wikipedia.org/wiki/Courtland,_Alabama",1157580326
"Cowarts, Alabama","https://en.wikipedia.org/wiki/Cowarts,_Alabama",1166019003
"Creola, Alabama","https://en.wikipedia.org/wiki/Creola,_Alabama",1139764613
"Crossville, Alabama","https://en.wikipedia.org/wiki/Crossville,_Alabama",1166066155
"Cuba, Alabama","https://en.wikipedia.org/wiki/Cuba,_Alabama",1175879685
"Cullman, Alabama","https://en.wikipedia.org/wiki/Cullman,_Alabama",1180017307
"Cusseta, Alabama","https://en.wikipedia.org/wiki/Cusseta,_Alabama",1172824345
"Dadeville, Alabama","https://en.wikipedia.org/wiki/Dadeville,_Alabama",1158607851
"Daleville, Alabama","https://en.wikipedia.org/wiki/Daleville,_Alabama",1154496305
"Daphne, Alabama","https://en.wikipedia.org/wiki/Daphne,_Alabama",1165646156
"Dauphin Island, Alabama","https://en.wikipedia.org/wiki/Dauphin_Island,_Alabama",1174226588
"Daviston, Alabama","https://en.wikipedia.org/wiki/Daviston,_Alabama",1166066473
"Dayton, Alabama","https://en.wikipedia.org/wiki/Dayton,_Alabama",1166066487
"Deatsville, Alabama","https://en.wikipedia.org/wiki/Deatsville,_Alabama",1166066515
"Decatur, Alabama","https://en.wikipedia.org/wiki/Decatur,_Alabama",1178063438
"Demopolis, Alabama","https://en.wikipedia.org/wiki/Demopolis,_Alabama",1161394946
"Detroit, Alabama","https://en.wikipedia.org/wiki/Detroit,_Alabama",1166066756
"Dodge City, Alabama","https://en.wikipedia.org/wiki/Dodge_City,_Alabama",1166066982
"Dora, Alabama","https://en.wikipedia.org/wiki/Dora,_Alabama",1165647022
"Dothan, Alabama","https://en.wikipedia.org/wiki/Dothan,_Alabama",1179231968
"Double Springs, Alabama","https://en.wikipedia.org/wiki/Double_Springs,_Alabama",1159024876
"Douglas, Alabama","https://en.wikipedia.org/wiki/Douglas,_Alabama",1166067023
"Dozier, Alabama","https://en.wikipedia.org/wiki/Dozier,_Alabama",1096813187
"Dutton, Alabama","https://en.wikipedia.org/wiki/Dutton,_Alabama",1166067175
"East Brewton, Alabama","https://en.wikipedia.org/wiki/East_Brewton,_Alabama",1165647609
"Eclectic, Alabama","https://en.wikipedia.org/wiki/Eclectic,_Alabama",1145048302
"Edwardsville, Alabama","https://en.wikipedia.org/wiki/Edwardsville,_Alabama",1166067508
"Elba, Alabama","https://en.wikipedia.org/wiki/Elba,_Alabama",1163400900
"Elberta, Alabama","https://en.wikipedia.org/wiki/Elberta,_Alabama",1175895043
"Eldridge, Alabama","https://en.wikipedia.org/wiki/Eldridge,_Alabama",1178177223
"Elkmont, Alabama","https://en.wikipedia.org/wiki/Elkmont,_Alabama",1176555126
"Elmore, Alabama","https://en.wikipedia.org/wiki/Elmore,_Alabama",1166067658
"Emelle, Alabama","https://en.wikipedia.org/wiki/Emelle,_Alabama",1158753175
"Enterprise, Alabama","https://en.wikipedia.org/wiki/Enterprise,_Alabama",1160273773
"Epes, Alabama","https://en.wikipedia.org/wiki/Epes,_Alabama",1166067751
"Ethelsville, Alabama","https://en.wikipedia.org/wiki/Ethelsville,_Alabama",1166067848
"Eufaula, Alabama","https://en.wikipedia.org/wiki/Eufaula,_Alabama",1160493671
"Eutaw, Alabama","https://en.wikipedia.org/wiki/Eutaw,_Alabama",1158611853
"Eva, Alabama","https://en.wikipedia.org/wiki/Eva,_Alabama",1166067877
"Evergreen, Conecuh County, Alabama","https://en.wikipedia.org/wiki/Evergreen,_Conecuh_County,_Alabama",1158611789
"Excel, Alabama","https://en.wikipedia.org/wiki/Excel,_Alabama",1166067942
"Fairfield, Alabama","https://en.wikipedia.org/wiki/Fairfield,_Alabama",1177239572
"Fairhope, Alabama","https://en.wikipedia.org/wiki/Fairhope,_Alabama",1173963070
"Fairview, Alabama","https://en.wikipedia.org/wiki/Fairview,_Alabama",1166068021
"Falkville, Alabama","https://en.wikipedia.org/wiki/Falkville,_Alabama",1166068054
"Faunsdale, Alabama","https://en.wikipedia.org/wiki/Faunsdale,_Alabama",1167428050
"Fayette, Alabama","https://en.wikipedia.org/wiki/Fayette,_Alabama",1142947111
"Five Points, Alabama","https://en.wikipedia.org/wiki/Five_Points,_Alabama",1166068289
"Flomaton, Alabama","https://en.wikipedia.org/wiki/Flomaton,_Alabama",1166244039
"Florala, Alabama","https://en.wikipedia.org/wiki/Florala,_Alabama",1166068321
"Florence, Alabama","https://en.wikipedia.org/wiki/Florence,_Alabama",1178304592
"Foley, Alabama","https://en.wikipedia.org/wiki/Foley,_Alabama",1166414056
"Forkland, Alabama","https://en.wikipedia.org/wiki/Forkland,_Alabama",1166068466
"Fort Deposit, Alabama","https://en.wikipedia.org/wiki/Fort_Deposit,_Alabama",1177020476
"Fort Payne, Alabama","https://en.wikipedia.org/wiki/Fort_Payne,_Alabama",1172551841
"Franklin, Alabama","https://en.wikipedia.org/wiki/Franklin,_Alabama",1166068620
"Frisco City, Alabama","https://en.wikipedia.org/wiki/Frisco_City,_Alabama",1166068863
"Fruithurst, Alabama","https://en.wikipedia.org/wiki/Fruithurst,_Alabama",1166068877
"Fulton, Alabama","https://en.wikipedia.org/wiki/Fulton,_Alabama",1166068885
"Fultondale, Alabama","https://en.wikipedia.org/wiki/Fultondale,_Alabama",1165840932
"Fyffe, Alabama","https://en.wikipedia.org/wiki/Fyffe,_Alabama",1160192215
"Gadsden, Alabama","https://en.wikipedia.org/wiki/Gadsden,_Alabama",1177146243
"Gainesville, Alabama","https://en.wikipedia.org/wiki/Gainesville,_Alabama",1166068936
"Gantt, Alabama","https://en.wikipedia.org/wiki/Gantt,_Alabama",1180408898
"Garden City, Alabama","https://en.wikipedia.org/wiki/Garden_City,_Alabama",1166068968
"Gardendale, Alabama","https://en.wikipedia.org/wiki/Gardendale,_Alabama",1175530987
"Gaylesville, Alabama","https://en.wikipedia.org/wiki/Gaylesville,_Alabama",1166069113
"Geiger, Alabama","https://en.wikipedia.org/wiki/Geiger,_Alabama",1166069121
"Geneva, Alabama","https://en.wikipedia.org/wiki/Geneva,_Alabama",1179698088
"Georgiana, Alabama","https://en.wikipedia.org/wiki/Georgiana,_Alabama",1178540000
"Geraldine, Alabama","https://en.wikipedia.org/wiki/Geraldine,_Alabama",1166069211
"Gilbertown, Alabama","https://en.wikipedia.org/wiki/Gilbertown,_Alabama",1166069407
"Glen Allen, Alabama","https://en.wikipedia.org/wiki/Glen_Allen,_Alabama",1166069457
"Glencoe, Alabama","https://en.wikipedia.org/wiki/Glencoe,_Alabama",1165748058
"Glenwood, Alabama","https://en.wikipedia.org/wiki/Glenwood,_Alabama",1096814086
"Goldville, Alabama","https://en.wikipedia.org/wiki/Goldville,_Alabama",1177535939
"Good Hope, Alabama","https://en.wikipedia.org/wiki/Good_Hope,_Alabama",1165748200
"Goodwater, Alabama","https://en.wikipedia.org/wiki/Goodwater,_Alabama",1166069571
"Gordo, Alabama","https://en.wikipedia.org/wiki/Gordo,_Alabama",1176908359
"Gordon, Alabama","https://en.wikipedia.org/wiki/Gordon,_Alabama",1166069580
"Gordonville, Alabama","https://en.wikipedia.org/wiki/Gordonville,_Alabama",1166069594
"Goshen, Alabama","https://en.wikipedia.org/wiki/Goshen,_Alabama",1166069601
"Grant, Alabama","https://en.wikipedia.org/wiki/Grant,_Alabama",1166069728
"Graysville, Alabama","https://en.wikipedia.org/wiki/Graysville,_Alabama",1177622200
"Greensboro, Alabama","https://en.wikipedia.org/wiki/Greensboro,_Alabama",1172134373
"Greenville, Alabama","https://en.wikipedia.org/wiki/Greenville,_Alabama",1171417115
"Grimes, Alabama","https://en.wikipedia.org/wiki/Grimes,_Alabama",1166180119
"Grove Hill, Alabama","https://en.wikipedia.org/wiki/Grove_Hill,_Alabama",1144754911
"Guin, Alabama","https://en.wikipedia.org/wiki/Guin,_Alabama",1173001379
"Gulf Shores, Alabama","https://en.wikipedia.org/wiki/Gulf_Shores,_Alabama",1174473447
"Guntersville, Alabama","https://en.wikipedia.org/wiki/Guntersville,_Alabama",1169878221
"Gurley, Alabama","https://en.wikipedia.org/wiki/Gurley,_Alabama",1173078483
"Gu-Win, Alabama","https://en.wikipedia.org/wiki/Gu-Win,_Alabama",1175521277
"Hackleburg, Alabama","https://en.wikipedia.org/wiki/Hackleburg,_Alabama",1167581471
"Haleburg, Alabama","https://en.wikipedia.org/wiki/Haleburg,_Alabama",1166180281
"Haleyville, Alabama","https://en.wikipedia.org/wiki/Haleyville,_Alabama",1168590141
"Hamilton, Alabama","https://en.wikipedia.org/wiki/Hamilton,_Alabama",1170634832
"Hammondville, Alabama","https://en.wikipedia.org/wiki/Hammondville,_Alabama",1166180369
"Hanceville, Alabama","https://en.wikipedia.org/wiki/Hanceville,_Alabama",1169612470
"Harpersville, Alabama","https://en.wikipedia.org/wiki/Harpersville,_Alabama",1177953234
"Hartford, Alabama","https://en.wikipedia.org/wiki/Hartford,_Alabama",1165749307
"Hartselle, Alabama","https://en.wikipedia.org/wiki/Hartselle,_Alabama",1165749341
"Hayden, Alabama","https://en.wikipedia.org/wiki/Hayden,_Alabama",1166180747
"Hayneville, Alabama","https://en.wikipedia.org/wiki/Hayneville,_Alabama",1166180764
"Headland, Alabama","https://en.wikipedia.org/wiki/Headland,_Alabama",1168369252
"Heath, Alabama","https://en.wikipedia.org/wiki/Heath,_Alabama",1166180800
"Heflin, Alabama","https://en.wikipedia.org/wiki/Heflin,_Alabama",1176321971
"Helena, Alabama","https://en.wikipedia.org/wiki/Helena,_Alabama",1177702091
"Henagar, Alabama","https://en.wikipedia.org/wiki/Henagar,_Alabama",1165749718
"Highland Lake, Alabama","https://en.wikipedia.org/wiki/Highland_Lake,_Alabama",1166180993
"Hillsboro, Alabama","https://en.wikipedia.org/wiki/Hillsboro,_Alabama",1166181055
"Hobson City, Alabama","https://en.wikipedia.org/wiki/Hobson_City,_Alabama",1166181157
"Hodges, Alabama","https://en.wikipedia.org/wiki/Hodges,_Alabama",1166181162
"Hokes Bluff, Alabama","https://en.wikipedia.org/wiki/Hokes_Bluff,_Alabama",1165750177
"Holly Pond, Alabama","https://en.wikipedia.org/wiki/Holly_Pond,_Alabama",1166181271
"Hollywood, Alabama","https://en.wikipedia.org/wiki/Hollywood,_Alabama",1166181286
"Homewood, Alabama","https://en.wikipedia.org/wiki/Homewood,_Alabama",1177622299
"Hoover, Alabama","https://en.wikipedia.org/wiki/Hoover,_Alabama",1180348406
"Horn Hill, Alabama","https://en.wikipedia.org/wiki/Horn_Hill,_Alabama",1166181398
"Hueytown, Alabama","https://en.wikipedia.org/wiki/Hueytown,_Alabama",1177622536
"Huntsville, Alabama","https://en.wikipedia.org/wiki/Huntsville,_Alabama",1180130440
"Hurtsboro, Alabama","https://en.wikipedia.org/wiki/Hurtsboro,_Alabama",1096814754
"Hytop, Alabama","https://en.wikipedia.org/wiki/Hytop,_Alabama",1166181602
"Ider, Alabama","https://en.wikipedia.org/wiki/Ider,_Alabama",1166181612
"Indian Springs Village, Alabama","https://en.wikipedia.org/wiki/Indian_Springs_Village,_Alabama",1166181665
"Irondale, Alabama","https://en.wikipedia.org/wiki/Irondale,_Alabama",1169440818
"Jackson, Alabama","https://en.wikipedia.org/wiki/Jackson,_Alabama",1165750992
"Jackson's Gap, Alabama","https://en.wikipedia.org/wiki/Jackson%27s_Gap,_Alabama",1166181798
"Jacksonville, Alabama","https://en.wikipedia.org/wiki/Jacksonville,_Alabama",1175988040
"Jasper, Alabama","https://en.wikipedia.org/wiki/Jasper,_Alabama",1174380579
"Jemison, Alabama","https://en.wikipedia.org/wiki/Jemison,_Alabama",1165751151
"Kansas, Alabama","https://en.wikipedia.org/wiki/Kansas,_Alabama",1166182143
"Kellyton, Alabama","https://en.wikipedia.org/wiki/Kellyton,_Alabama",1166182186
"Kennedy, Alabama","https://en.wikipedia.org/wiki/Kennedy,_Alabama",1166182247
"Killen, Alabama","https://en.wikipedia.org/wiki/Killen,_Alabama",1166182386
"Kimberly, Alabama","https://en.wikipedia.org/wiki/Kimberly,_Alabama",1177622633
"Kinsey, Alabama","https://en.wikipedia.org/wiki/Kinsey,_Alabama",1166182487
"Kinston, Alabama","https://en.wikipedia.org/wiki/Kinston,_Alabama",1166182489
"LaFayette, Alabama","https://en.wikipedia.org/wiki/LaFayette,_Alabama",1165752571
"Lake View, Alabama","https://en.wikipedia.org/wiki/Lake_View,_Alabama",1170831381
"Lakeview, Alabama","https://en.wikipedia.org/wiki/Lakeview,_Alabama",1166205391
"Lanett, Alabama","https://en.wikipedia.org/wiki/Lanett,_Alabama",1165889187
"Langston, Alabama","https://en.wikipedia.org/wiki/Langston,_Alabama",1171521067
"Leeds, Alabama","https://en.wikipedia.org/wiki/Leeds,_Alabama",1179531175
"Leesburg, Alabama","https://en.wikipedia.org/wiki/Leesburg,_Alabama",1166205728
"Leighton, Alabama","https://en.wikipedia.org/wiki/Leighton,_Alabama",1148926606
"Lester, Alabama","https://en.wikipedia.org/wiki/Lester,_Alabama",1166205815
"Level Plains, Alabama","https://en.wikipedia.org/wiki/Level_Plains,_Alabama",1165890044
"Lexington, Alabama","https://en.wikipedia.org/wiki/Lexington,_Alabama",1166205880
"Libertyville, Alabama","https://en.wikipedia.org/wiki/Libertyville,_Alabama",1166205930
"Lincoln, Alabama","https://en.wikipedia.org/wiki/Lincoln,_Alabama",1165890317
"Linden, Alabama","https://en.wikipedia.org/wiki/Linden,_Alabama",1170891816
"Lineville, Alabama","https://en.wikipedia.org/wiki/Lineville,_Alabama",1165890459
"Lipscomb, Alabama","https://en.wikipedia.org/wiki/Lipscomb,_Alabama",1177622747
"Lisman, Alabama","https://en.wikipedia.org/wiki/Lisman,_Alabama",1166206088
"Littleville, Alabama","https://en.wikipedia.org/wiki/Littleville,_Alabama",1166206172
"Livingston, Alabama","https://en.wikipedia.org/wiki/Livingston,_Alabama",1165891122
"Loachapoka, Alabama","https://en.wikipedia.org/wiki/Loachapoka,_Alabama",1166206211
"Lockhart, Alabama","https://en.wikipedia.org/wiki/Lockhart,_Alabama",1166206220
"Locust Fork, Alabama","https://en.wikipedia.org/wiki/Locust_Fork,_Alabama",1173287337
"Louisville, Alabama","https://en.wikipedia.org/wiki/Louisville,_Alabama",1166206343
"Lowndesboro, Alabama","https://en.wikipedia.org/wiki/Lowndesboro,_Alabama",1166206408
"Loxley, Alabama","https://en.wikipedia.org/wiki/Loxley,_Alabama",1170361974
"Luverne, Alabama","https://en.wikipedia.org/wiki/Luverne,_Alabama",1173068585
"Lynn, Alabama","https://en.wikipedia.org/wiki/Lynn,_Alabama",1166206561
"Madison, Alabama","https://en.wikipedia.org/wiki/Madison,_Alabama",1177703025
"Madrid, Alabama","https://en.wikipedia.org/wiki/Madrid,_Alabama",1166206649
"Magnolia Springs, Alabama","https://en.wikipedia.org/wiki/Magnolia_Springs,_Alabama",1166206656
"Malvern, Alabama","https://en.wikipedia.org/wiki/Malvern,_Alabama",1166206718
"Maplesville, Alabama","https://en.wikipedia.org/wiki/Maplesville,_Alabama",1166206829
"Margaret, Alabama","https://en.wikipedia.org/wiki/Margaret,_Alabama",1165892174
"Marion, Alabama","https://en.wikipedia.org/wiki/Marion,_Alabama",1165892206
"Maytown, Alabama","https://en.wikipedia.org/wiki/Maytown,_Alabama",1166207284
"McIntosh, Alabama","https://en.wikipedia.org/wiki/McIntosh,_Alabama",1176350576
"McKenzie, Alabama","https://en.wikipedia.org/wiki/McKenzie,_Alabama",1166207344
"McMullen, Alabama","https://en.wikipedia.org/wiki/McMullen,_Alabama",1166207363
"Memphis, Alabama","https://en.wikipedia.org/wiki/Memphis,_Alabama",1166207484
"Mentone, Alabama","https://en.wikipedia.org/wiki/Mentone,_Alabama",1166207510
"Midfield, Alabama","https://en.wikipedia.org/wiki/Midfield,_Alabama",1165893352
"Midland City, Alabama","https://en.wikipedia.org/wiki/Midland_City,_Alabama",1166207749
"Midway, Alabama","https://en.wikipedia.org/wiki/Midway,_Alabama",1158753496
"Millbrook, Alabama","https://en.wikipedia.org/wiki/Millbrook,_Alabama",1178021676
"Millport, Alabama","https://en.wikipedia.org/wiki/Millport,_Alabama",1166207935
"Millry, Alabama","https://en.wikipedia.org/wiki/Millry,_Alabama",1166207936
"Mobile, Alabama","https://en.wikipedia.org/wiki/Mobile,_Alabama",1180350145
"Monroeville, Alabama","https://en.wikipedia.org/wiki/Monroeville,_Alabama",1172371452
"Montevallo, Alabama","https://en.wikipedia.org/wiki/Montevallo,_Alabama",1177552745
"Montgomery, Alabama","https://en.wikipedia.org/wiki/Montgomery,_Alabama",1180299743
"Moody, Alabama","https://en.wikipedia.org/wiki/Moody,_Alabama",1180442956
"Mooresville, Alabama","https://en.wikipedia.org/wiki/Mooresville,_Alabama",1169255573
"Morris, Alabama","https://en.wikipedia.org/wiki/Morris,_Alabama",1177624137
"Mosses, Alabama","https://en.wikipedia.org/wiki/Mosses,_Alabama",1175025748
"Moulton, Alabama","https://en.wikipedia.org/wiki/Moulton,_Alabama",1165894467
"Moundville, Alabama","https://en.wikipedia.org/wiki/Moundville,_Alabama",1166208667
"Mount Vernon, Alabama","https://en.wikipedia.org/wiki/Mount_Vernon,_Alabama",1166208775
"Mountain Brook, Alabama","https://en.wikipedia.org/wiki/Mountain_Brook,_Alabama",1172621297
"Mulga, Alabama","https://en.wikipedia.org/wiki/Mulga,_Alabama",1157496931
"Munford, Alabama","https://en.wikipedia.org/wiki/Munford,_Alabama",1178871326
"Muscle Shoals, Alabama","https://en.wikipedia.org/wiki/Muscle_Shoals,_Alabama",1178909921
"Myrtlewood, Alabama","https://en.wikipedia.org/wiki/Myrtlewood,_Alabama",1166208882
"Napier Field, Alabama","https://en.wikipedia.org/wiki/Napier_Field,_Alabama",1166208894
"Natural Bridge, Alabama","https://en.wikipedia.org/wiki/Natural_Bridge,_Alabama",1166208941
"Nauvoo, Alabama","https://en.wikipedia.org/wiki/Nauvoo,_Alabama",1096820857
"Nectar, Alabama","https://en.wikipedia.org/wiki/Nectar,_Alabama",1166208963
"Needham, Alabama","https://en.wikipedia.org/wiki/Needham,_Alabama",1166208968
"New Brockton, Alabama","https://en.wikipedia.org/wiki/New_Brockton,_Alabama",1166209021
"New Hope, Alabama","https://en.wikipedia.org/wiki/New_Hope,_Alabama",1179883996
"New Site, Alabama","https://en.wikipedia.org/wiki/New_Site,_Alabama",1166209336
"Newbern, Alabama","https://en.wikipedia.org/wiki/Newbern,_Alabama",1180353697
"Newton, Alabama","https://en.wikipedia.org/wiki/Newton,_Alabama",1166209571
"Newville, Alabama","https://en.wikipedia.org/wiki/Newville,_Alabama",1177928995
"North Courtland, Alabama","https://en.wikipedia.org/wiki/North_Courtland,_Alabama",1166209704
"North Johns, Alabama","https://en.wikipedia.org/wiki/North_Johns,_Alabama",1166209738
"Northport, Alabama","https://en.wikipedia.org/wiki/Northport,_Alabama",1167817987
"Notasulga, Alabama","https://en.wikipedia.org/wiki/Notasulga,_Alabama",1175854552
"Oak Grove, Alabama","https://en.wikipedia.org/wiki/Oak_Grove,_Alabama",1124809704
"Oak Hill, Alabama","https://en.wikipedia.org/wiki/Oak_Hill,_Alabama",1166209958
"Oakman, Alabama","https://en.wikipedia.org/wiki/Oakman,_Alabama",1174954255
"Odenville, Alabama","https://en.wikipedia.org/wiki/Odenville,_Alabama",1166210198
